Granule Name,Platform,Sensor,Beam Mode,Orbit,Path Number,Frame Number,Acquisition Date,Processing Date,Processing Level,Start Time,End Time,Center Lat,Center Lon,Near Start Lat,Near Start Lon,Far Start Lat,Far Start Lon,Near End Lat,Near End Lon,Far End Lat,Far End Lon,Faraday Rotation,Ascending or Descending?,URL,Size (MB),Off Nadir Angle,Stack Size,Baseline Perp.,Doppler
ALPSRP192050200,ALOS,PALSAR,FBD,19205,479,200,2009-09-01T15:41:12Z,2012-07-17T05:35:01Z,L1.0,2009-09-01T15:41:04Z,2009-09-01T15:41:12Z,10.8297,105.4894,10.518,105.246,10.635,105.835,11.024,105.143,11.141,105.734,0.33809,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP192050200-L1.0.zip,415.2,34.3,15,1974.2604,0
ALPSRP192050190,ALOS,PALSAR,FBD,19205,479,190,2009-09-01T15:41:04Z,2012-07-17T05:34:53Z,L1.0,2009-09-01T15:40:56Z,2009-09-01T15:41:04Z,10.3326,105.5897,10.021,105.347,10.138,105.935,10.527,105.244,10.644,105.833,0.308897,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP192050190-L1.0.zip,432.28,34.3,15,1974.335,0
ALPSRP192050180,ALOS,PALSAR,FBD,19205,479,180,2009-09-01T15:40:55Z,2012-07-17T05:34:49Z,L1.0,2009-09-01T15:40:47Z,2009-09-01T15:40:55Z,9.8361,105.6912,9.525,105.45,9.642,106.037,10.03,105.345,10.147,105.933,0.279042,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP192050180-L1.0.zip,441.87,34.3,15,1973.2464,0
ALPSRP189570200,ALOS,PALSAR,FBD,18957,478,200,2009-08-15T15:39:00Z,2012-07-17T07:27:05Z,L1.0,2009-08-15T15:38:52Z,2009-08-15T15:39:00Z,10.8534,106.0166,10.542,105.773,10.659,106.363,11.048,105.67,11.164,106.261,0.239877,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP189570200-L1.0.zip,436.27,34.3,23,-108.6842,0
ALPSRP189570190,ALOS,PALSAR,FBD,18957,478,190,2009-08-15T15:38:52Z,2012-07-17T00:00:00Z,L1.0,2009-08-15T15:38:44Z,2009-08-15T15:38:52Z,10.3564,106.1181,10.045,105.876,10.162,106.465,10.551,105.771,10.667,106.361,0.215848,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP189570190-L1.0.zip,444.35,34.3,24,-106.6802,0
ALPSRP189570180,ALOS,PALSAR,FBD,18957,478,180,2009-08-15T15:38:44Z,2012-07-17T07:27:10Z,L1.0,2009-08-15T15:38:36Z,2009-08-15T15:38:44Z,9.8599,106.2196,9.548,105.977,9.666,106.565,10.054,105.874,10.171,106.463,0.192493,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP189570180-L1.0.zip,429.29,34.3,23,-103.9972,0
ALPSRP189570170,ALOS,PALSAR,FBD,18957,478,170,2009-08-15T15:38:35Z,2014-01-21T20:56:48Z,L1.0,2009-08-15T15:38:27Z,2009-08-15T15:38:35Z,9.3628,106.3204,9.051,106.078,9.169,106.665,9.557,105.976,9.674,106.563,0.170117,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP189570170-L1.0.zip,339.27,34.3,23,-101.9655,0
ALPSRP189570160,ALOS,PALSAR,FBD,18957,478,160,2009-08-15T15:38:27Z,2014-01-21T20:57:41Z,L1.0,2009-08-15T15:38:19Z,2009-08-15T15:38:27Z,8.8658,106.4211,8.554,106.18,8.672,106.765,9.06,106.077,9.177,106.663,0.147704,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP189570160-L1.0.zip,272.86,34.3,23,-98.901,0
ALPSRP187090200,ALOS,PALSAR,FBD,18709,477,200,2009-07-29T15:36:47Z,2011-11-23T00:42:55Z,L1.0,2009-07-29T15:36:39Z,2009-07-29T15:36:47Z,10.8566,106.5507,10.546,106.308,10.662,106.898,11.051,106.203,11.167,106.794,0.236175,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP187090200-L1.0.zip,454,34.3,18,-1408.3765,0
ALPSRP187090190,ALOS,PALSAR,FBD,18709,477,190,2009-07-29T15:36:39Z,2011-11-23T00:43:11Z,L1.0,2009-07-29T15:36:31Z,2009-07-29T15:36:39Z,10.3601,106.6522,10.049,106.409,10.166,106.998,10.554,106.306,10.671,106.896,0.206886,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP187090190-L1.0.zip,422.78,34.3,17,-1415.0795,0
ALPSRP187090180,ALOS,PALSAR,FBD,18709,477,180,2009-07-29T15:36:31Z,2014-01-17T06:19:21Z,L1.0,2009-07-29T15:36:22Z,2009-07-29T15:36:31Z,9.8629,106.7526,9.551,106.51,9.669,107.098,10.057,106.407,10.174,106.996,0.180113,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP187090180-L1.0.zip,356.78,34.3,17,-1421.3384,0
ALPSRP187090170,ALOS,PALSAR,FBD,18709,477,170,2009-07-29T15:36:22Z,2014-01-17T06:19:49Z,L1.0,2009-07-29T15:36:14Z,2009-07-29T15:36:22Z,9.3659,106.8531,9.054,106.611,9.172,107.198,9.56,106.508,9.677,107.096,0.157024,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP187090170-L1.0.zip,309.58,34.3,16,-1427.4756,0
ALPSRP187090160,ALOS,PALSAR,FBD,18709,477,160,2009-07-29T15:36:14Z,2014-01-17T06:12:07Z,L1.0,2009-07-29T15:36:06Z,2009-07-29T15:36:14Z,8.8691,106.9537,8.557,106.712,8.675,107.298,9.063,106.609,9.181,107.196,0.134586,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP187090160-L1.0.zip,302.41,34.3,16,-1434.155,0
ALPSRP182860200,ALOS,PALSAR,FBD,18286,478,200,2009-06-30T15:38:44Z,2012-07-17T07:14:38Z,L1.0,2009-06-30T15:38:35Z,2009-06-30T15:38:44Z,10.8526,106.019,10.541,105.775,10.658,106.365,11.047,105.673,11.164,106.263,0.206525,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP182860200-L1.0.zip,429.69,34.3,23,70.3017,0
ALPSRP182860190,ALOS,PALSAR,FBD,18286,478,190,2009-06-30T15:38:35Z,2012-07-17T00:00:00Z,L1.0,2009-06-30T15:38:27Z,2009-06-30T15:38:35Z,10.3561,106.1207,10.045,105.879,10.162,106.467,10.55,105.774,10.667,106.363,0.182389,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP182860190-L1.0.zip,441.4,34.3,24,75.2509,0
ALPSRP182860180,ALOS,PALSAR,FBD,18286,478,180,2009-06-30T15:38:27Z,2012-07-17T07:14:41Z,L1.0,2009-06-30T15:38:19Z,2009-06-30T15:38:27Z,9.8591,106.2222,9.548,105.98,9.665,106.567,10.053,105.877,10.17,106.465,0.160497,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP182860180-L1.0.zip,428.63,34.3,23,80.2092,0
ALPSRP182860170,ALOS,PALSAR,FBD,18286,478,170,2009-06-30T15:38:19Z,2014-01-17T07:09:52Z,L1.0,2009-06-30T15:38:11Z,2009-06-30T15:38:19Z,9.3621,106.3232,9.05,106.081,9.168,106.668,9.556,105.978,9.674,106.566,0.14218,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP182860170-L1.0.zip,348.33,34.3,23,85.1828,0
ALPSRP182860160,ALOS,PALSAR,FBD,18286,478,160,2009-06-30T15:38:11Z,2014-01-17T07:10:57Z,L1.0,2009-06-30T15:38:03Z,2009-06-30T15:38:11Z,8.8651,106.4237,8.553,106.182,8.671,106.768,9.059,106.079,9.177,106.666,0.123716,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP182860160-L1.0.zip,290.51,34.3,23,90.8518,0
ALPSRP181110180,ALOS,PALSAR,FBD,18111,480,180,2009-06-18T15:42:40Z,2012-07-17T07:03:26Z,L1.0,2009-06-18T15:42:31Z,2009-06-18T15:42:40Z,9.8586,105.1497,9.547,104.907,9.664,105.495,10.053,104.804,10.17,105.393,0.199596,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP181110180-L1.0.zip,410.34,34.3,22,-1273.0289,0
ALPSRP181110170,ALOS,PALSAR,FBD,18111,480,170,2009-06-18T15:42:31Z,2012-07-17T07:03:26Z,L1.0,2009-06-18T15:42:23Z,2009-06-18T15:42:31Z,9.3614,105.2503,9.05,105.008,9.167,105.595,9.555,104.905,9.673,105.493,0.175462,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP181110170-L1.0.zip,408.13,34.3,22,-1276.3181,0
ALPSRP180380200,ALOS,PALSAR,FBD,18038,477,200,2009-06-13T15:36:29Z,2011-11-23T09:16:12Z,L1.0,2009-06-13T15:36:20Z,2009-06-13T15:36:29Z,10.854,106.5525,10.543,106.309,10.659,106.898,11.048,106.206,11.165,106.797,0.285911,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP180380200-L1.0.zip,448.52,34.3,18,-1247.0414,0
ALPSRP180380190,ALOS,PALSAR,FBD,18038,477,190,2009-06-13T15:36:20Z,2011-11-23T09:16:31Z,L1.0,2009-06-13T15:36:12Z,2009-06-13T15:36:20Z,10.3571,106.6537,10.046,106.412,10.163,107,10.551,106.307,10.668,106.896,0.25575,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP180380190-L1.0.zip,418.39,34.3,17,-1252.6404,0
ALPSRP180380180,ALOS,PALSAR,FBD,18038,477,180,2009-06-13T15:36:12Z,2014-01-21T21:01:46Z,L1.0,2009-06-13T15:36:04Z,2009-06-13T15:36:12Z,9.8607,106.7554,9.549,106.513,9.666,107.1,10.055,106.41,10.172,106.999,0.226645,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP180380180-L1.0.zip,353.32,34.3,17,-1257.4629,0
ALPSRP180380170,ALOS,PALSAR,FBD,18038,477,170,2009-06-13T15:36:04Z,2014-01-21T21:02:43Z,L1.0,2009-06-13T15:35:56Z,2009-06-13T15:36:04Z,9.3636,106.8562,9.052,106.614,9.17,107.201,9.557,106.511,9.675,107.099,0.199674,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP180380170-L1.0.zip,303.81,34.3,16,-1262.5099,0
ALPSRP180380160,ALOS,PALSAR,FBD,18038,477,160,2009-06-13T15:35:56Z,2014-01-21T21:03:02Z,L1.0,2009-06-13T15:35:48Z,2009-06-13T15:35:56Z,8.8663,106.9566,8.554,106.715,8.673,107.301,9.06,106.612,9.178,107.199,0.172213,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP180380160-L1.0.zip,292.07,34.3,16,-1268.1257,0
ALPSRP163460200,ALOS,PALSAR,FBS,16346,481,200,2009-02-17T15:44:04Z,2012-12-12T01:35:43Z,L1.0,2009-02-17T15:43:56Z,2009-02-17T15:44:04Z,10.8329,104.4123,10.522,104.169,10.638,104.758,11.027,104.066,11.144,104.656,0.384266,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP163460200-L1.0.zip,427.21,34.3,15,976.1318,0
ALPSRP163460190,ALOS,PALSAR,FBS,16346,481,190,2009-02-17T15:43:56Z,2012-12-12T01:36:03Z,L1.0,2009-02-17T15:43:48Z,2009-02-17T15:43:56Z,10.3359,104.5126,10.024,104.27,10.142,104.858,10.53,104.167,10.647,104.756,0.354263,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP163460190-L1.0.zip,386.91,34.3,15,984.2013,0
ALPSRP163460180,ALOS,PALSAR,FBS,16346,481,180,2009-02-17T15:43:48Z,2012-12-12T01:27:20Z,L1.0,2009-02-17T15:43:40Z,2009-02-17T15:43:48Z,9.8389,104.6136,9.527,104.371,9.645,104.959,10.033,104.268,10.15,104.857,0.323088,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP163460180-L1.0.zip,358.83,34.3,15,992.5505,0
ALPSRP163460170,ALOS,PALSAR,FBS,16346,481,170,2009-02-17T15:43:39Z,2012-12-12T01:25:01Z,L1.0,2009-02-17T15:43:31Z,2009-02-17T15:43:39Z,9.3419,104.7141,9.03,104.472,9.148,105.059,9.536,104.369,9.653,104.957,0.290902,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP163460170-L1.0.zip,381.7,34.3,15,1001.1832,0
ALPSRP163460160,ALOS,PALSAR,FBS,16346,481,160,2009-02-17T15:43:31Z,2012-12-12T01:24:48Z,L1.0,2009-02-17T15:43:23Z,2009-02-17T15:43:31Z,8.8452,104.8149,8.533,104.574,8.651,105.159,9.039,104.47,9.157,105.057,0.256936,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP163460160-L1.0.zip,390,34.3,15,1008.7444,0
ALPSRP162730200,ALOS,PALSAR,FBS,16273,478,200,2009-02-12T15:37:34Z,2012-12-12T00:00:00Z,L1.0,2009-02-12T15:37:26Z,2009-02-12T15:37:34Z,10.8524,106.0183,10.541,105.775,10.658,106.364,11.047,105.672,11.163,106.263,0.288326,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP162730200-L1.0.zip,446.71,34.3,23,-39.9775,0
ALPSRP162730190,ALOS,PALSAR,FBS,16273,478,190,2009-02-12T15:37:26Z,2012-12-12T00:00:00Z,L1.0,2009-02-12T15:37:18Z,2009-02-12T15:37:26Z,10.3556,106.1192,10.044,105.876,10.161,106.465,10.55,105.773,10.667,106.363,0.266595,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP162730190-L1.0.zip,451.85,34.3,24,-26.6188,0
ALPSRP162730180,ALOS,PALSAR,FBS,16273,478,180,2009-02-12T15:37:18Z,2012-12-12T00:00:00Z,L1.0,2009-02-12T15:37:10Z,2009-02-12T15:37:18Z,9.8589,106.2196,9.547,105.977,9.665,106.565,10.053,105.874,10.17,106.463,0.245111,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP162730180-L1.0.zip,441.24,34.3,23,-12.2542,0
ALPSRP162730170,ALOS,PALSAR,FBS,16273,478,170,2009-02-12T15:37:10Z,2012-12-12T01:26:33Z,L1.0,2009-02-12T15:37:02Z,2009-02-12T15:37:10Z,9.3616,106.3202,9.05,106.078,9.168,106.665,9.555,105.975,9.673,106.563,0.225255,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP162730170-L1.0.zip,376.3,34.3,23,0.781,0
ALPSRP162730160,ALOS,PALSAR,FBS,16273,478,160,2009-02-12T15:37:02Z,2012-12-12T01:25:35Z,L1.0,2009-02-12T15:36:53Z,2009-02-12T15:37:02Z,8.8646,106.4217,8.553,106.18,8.671,106.766,9.058,106.077,9.176,106.664,0.204092,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP162730160-L1.0.zip,323.59,34.3,23,14.824,0
ALPSRP160980200,ALOS,PALSAR,FBS,16098,480,200,2009-01-31T15:41:43Z,2013-08-14T11:27:01Z,L1.0,2009-01-31T15:41:35Z,2009-01-31T15:41:43Z,10.8494,104.9443,10.538,104.701,10.655,105.29,11.044,104.598,11.16,105.189,0.301393,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP160980200-L1.0.zip,429.44,34.3,14,-1583.0914,0
ALPSRP160980190,ALOS,PALSAR,FBS,16098,480,190,2009-01-31T15:41:35Z,2013-08-14T11:26:50Z,L1.0,2009-01-31T15:41:27Z,2009-01-31T15:41:35Z,10.3527,105.0449,10.041,104.802,10.158,105.39,10.547,104.699,10.664,105.289,0.271668,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP160980190-L1.0.zip,430.38,34.3,14,-1577.6596,0
ALPSRP160980180,ALOS,PALSAR,FBS,16098,480,180,2009-01-31T15:41:27Z,2012-07-17T08:07:01Z,L1.0,2009-01-31T15:41:19Z,2009-01-31T15:41:27Z,9.8554,105.1458,9.544,104.903,9.661,105.491,10.049,104.8,10.167,105.389,0.243116,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP160980180-L1.0.zip,434.97,34.3,22,-1572.095,0
ALPSRP160980170,ALOS,PALSAR,FBS,16098,480,170,2009-01-31T15:41:19Z,2012-07-17T08:07:03Z,L1.0,2009-01-31T15:41:10Z,2009-01-31T15:41:19Z,9.3586,105.2462,9.047,105.004,9.165,105.591,9.552,104.901,9.67,105.489,0.216897,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP160980170-L1.0.zip,431.53,34.3,22,-1565.3981,0
ALPSRP160980160,ALOS,PALSAR,FBS,16098,480,160,2009-01-31T15:41:10Z,2013-08-14T11:23:26Z,L1.0,2009-01-31T15:41:02Z,2009-01-31T15:41:10Z,8.8613,105.3474,8.549,105.106,8.668,105.692,9.055,105.003,9.173,105.589,0.189998,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP160980160-L1.0.zip,383.8,34.3,14,-1559.2518,0
ALPSRP160250200,ALOS,PALSAR,FBS,16025,477,200,2009-01-26T15:35:13Z,2013-02-20T00:00:00Z,L1.0,2009-01-26T15:35:05Z,2009-01-26T15:35:13Z,10.8554,106.5523,10.544,106.309,10.661,106.898,11.05,106.206,11.166,106.797,0.292216,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP160250200-L1.0.zip,448.87,34.3,18,-1279.42,0
ALPSRP160250190,ALOS,PALSAR,FBS,16025,477,190,2009-01-26T15:35:05Z,2013-02-20T00:00:00Z,L1.0,2009-01-26T15:34:57Z,2009-01-26T15:35:05Z,10.3586,106.6532,10.047,106.41,10.164,106.999,10.553,106.307,10.67,106.897,0.265587,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP160250190-L1.0.zip,428.3,34.3,17,-1272.6046,0
ALPSRP160250180,ALOS,PALSAR,FBS,16025,477,180,2009-01-26T15:34:57Z,2013-02-20T04:58:02Z,L1.0,2009-01-26T15:34:49Z,2009-01-26T15:34:57Z,9.8616,106.7537,9.55,106.511,9.667,107.099,10.056,106.408,10.173,106.997,0.238384,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP160250180-L1.0.zip,379.06,34.3,17,-1265.3429,0
ALPSRP160250170,ALOS,PALSAR,FBS,16025,477,170,2009-01-26T15:34:49Z,2013-02-20T04:58:18Z,L1.0,2009-01-26T15:34:40Z,2009-01-26T15:34:49Z,9.3647,106.8544,9.053,106.613,9.171,107.199,9.558,106.509,9.676,107.097,0.212279,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP160250170-L1.0.zip,338.77,34.3,16,-1258.3001,0
ALPSRP160250160,ALOS,PALSAR,FBS,16025,477,160,2009-01-26T15:34:40Z,2013-02-20T04:57:02Z,L1.0,2009-01-26T15:34:32Z,2009-01-26T15:34:40Z,8.8673,106.9556,8.555,106.714,8.674,107.3,9.061,106.611,9.179,107.198,0.185768,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP160250160-L1.0.zip,329.65,34.3,16,-1251.4764,0
ALPSRP156750200,ALOS,PALSAR,FBS,15675,481,200,2009-01-02T15:43:28Z,2013-09-03T05:50:25Z,L1.0,2009-01-02T15:43:20Z,2009-01-02T15:43:28Z,10.8504,104.4071,10.539,104.164,10.656,104.753,11.045,104.061,11.161,104.651,0.334437,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP156750200-L1.0.zip,436.69,34.3,15,838.2577,0
ALPSRP156750190,ALOS,PALSAR,FBS,15675,481,190,2009-01-02T15:43:20Z,2013-09-03T05:49:03Z,L1.0,2009-01-02T15:43:11Z,2009-01-02T15:43:20Z,10.3531,104.5077,10.042,104.265,10.159,104.853,10.547,104.162,10.664,104.751,0.304466,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP156750190-L1.0.zip,396.98,34.3,15,852.8088,0
ALPSRP156750180,ALOS,PALSAR,FBS,15675,481,180,2009-01-02T15:43:11Z,2013-09-03T05:49:25Z,L1.0,2009-01-02T15:43:03Z,2009-01-02T15:43:11Z,9.8564,104.6088,9.545,104.366,9.662,104.954,10.05,104.263,10.168,104.852,0.275382,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP156750180-L1.0.zip,369.07,34.3,15,867.9563,0
ALPSRP156750170,ALOS,PALSAR,FBS,15675,481,170,2009-01-02T15:43:03Z,2013-09-03T05:48:55Z,L1.0,2009-01-02T15:42:55Z,2009-01-02T15:43:03Z,9.3596,104.7092,9.048,104.467,9.166,105.054,9.553,104.364,9.671,104.952,0.249241,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP156750170-L1.0.zip,389.05,34.3,15,883.3728,0
ALPSRP156750160,ALOS,PALSAR,FBS,15675,481,160,2009-01-02T15:42:55Z,2013-09-03T05:48:02Z,L1.0,2009-01-02T15:42:47Z,2009-01-02T15:42:55Z,8.8623,104.8104,8.55,104.569,8.669,105.155,9.056,104.466,9.174,105.052,0.220531,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP156750160-L1.0.zip,390.91,34.3,15,897.0419,0
ALPSRP156020200,ALOS,PALSAR,FBS,15602,478,200,2008-12-28T15:36:58Z,2012-07-17T08:39:36Z,L1.0,2008-12-28T15:36:50Z,2008-12-28T15:36:58Z,10.8517,106.0164,10.54,105.773,10.657,106.362,11.046,105.67,11.163,106.261,0.306998,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP156020200-L1.0.zip,447.45,34.3,23,-443.5908,0
ALPSRP156020190,ALOS,PALSAR,FBS,15602,478,190,2008-12-28T15:36:50Z,2012-07-17T00:00:00Z,L1.0,2008-12-28T15:36:42Z,2008-12-28T15:36:50Z,10.3549,106.1171,10.043,105.874,10.161,106.463,10.549,105.771,10.666,106.361,0.282985,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP156020190-L1.0.zip,451.17,34.3,24,-422.9822,0
ALPSRP156020180,ALOS,PALSAR,FBS,15602,478,180,2008-12-28T15:36:42Z,2012-07-17T08:39:39Z,L1.0,2008-12-28T15:36:34Z,2008-12-28T15:36:42Z,9.8579,106.2176,9.546,105.975,9.664,106.563,10.052,105.872,10.169,106.461,0.258727,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP156020180-L1.0.zip,441.55,34.3,23,-402.3354,0
ALPSRP156020170,ALOS,PALSAR,FBS,15602,478,170,2008-12-28T15:36:34Z,2013-07-24T11:05:17Z,L1.0,2008-12-28T15:36:25Z,2008-12-28T15:36:34Z,9.3609,106.3186,9.049,106.077,9.167,106.663,9.555,105.974,9.672,106.561,0.23497,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP156020170-L1.0.zip,385.08,34.3,23,-381.9825,0
ALPSRP156020160,ALOS,PALSAR,FBS,15602,478,160,2008-12-28T15:36:25Z,2013-07-24T11:06:01Z,L1.0,2008-12-28T15:36:17Z,2008-12-28T15:36:25Z,8.8636,106.4197,8.552,106.178,8.67,106.764,9.057,106.075,9.175,106.662,0.209469,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP156020160-L1.0.zip,335.69,34.3,23,-360.9065,0
ALPSRP154270200,ALOS,PALSAR,FBS,15427,480,200,2008-12-16T15:41:04Z,2012-10-02T05:54:59Z,L1.0,2008-12-16T15:40:56Z,2008-12-16T15:41:04Z,10.8327,104.9474,10.521,104.704,10.638,105.293,11.027,104.601,11.144,105.192,0.263088,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP154270200-L1.0.zip,428.39,34.3,14,-1880.4399,0
ALPSRP154270190,ALOS,PALSAR,FBS,15427,480,190,2008-12-16T15:40:56Z,2012-10-02T05:49:53Z,L1.0,2008-12-16T15:40:48Z,2008-12-16T15:40:56Z,10.3359,105.0481,10.024,104.805,10.142,105.394,10.53,104.702,10.647,105.292,0.235744,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP154270190-L1.0.zip,414.4,34.3,14,-1868.9769,0
ALPSRP154270180,ALOS,PALSAR,FBS,15427,480,180,2008-12-16T15:40:48Z,2012-10-02T00:00:00Z,L1.0,2008-12-16T15:40:39Z,2008-12-16T15:40:48Z,9.8389,105.1486,9.527,104.906,9.645,105.494,10.033,104.803,10.15,105.392,0.210258,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP154270180-L1.0.zip,421.73,34.3,22,-1857.3712,0
ALPSRP154270170,ALOS,PALSAR,FBS,15427,480,170,2008-12-16T15:40:39Z,2012-10-02T00:00:00Z,L1.0,2008-12-16T15:40:31Z,2008-12-16T15:40:39Z,9.3418,105.2499,9.03,105.008,9.148,105.595,9.536,104.905,9.653,105.492,0.186989,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP154270170-L1.0.zip,429.47,34.3,22,-1844.9458,0
ALPSRP154270160,ALOS,PALSAR,FBS,15427,480,160,2008-12-16T15:40:31Z,2012-10-02T05:46:38Z,L1.0,2008-12-16T15:40:23Z,2008-12-16T15:40:31Z,8.8451,105.3507,8.533,105.109,8.651,105.695,9.039,105.006,9.157,105.593,0.163274,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP154270160-L1.0.zip,378.65,34.3,14,-1832.7062,0
ALPSRP153540200,ALOS,PALSAR,FBS,15354,477,200,2008-12-11T15:34:33Z,2012-12-21T00:00:00Z,L1.0,2008-12-11T15:34:25Z,2008-12-11T15:34:33Z,10.8546,106.5535,10.543,106.311,10.661,106.901,11.049,106.206,11.165,106.797,0.353333,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP153540200-L1.0.zip,451.18,34.3,18,-1259.8244,0
ALPSRP153540190,ALOS,PALSAR,FBS,15354,477,190,2008-12-11T15:34:25Z,2012-12-21T00:00:00Z,L1.0,2008-12-11T15:34:17Z,2008-12-11T15:34:25Z,10.3579,106.6551,10.046,106.412,10.164,107.001,10.552,106.309,10.669,106.899,0.322532,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP153540190-L1.0.zip,424,34.3,17,-1246.3918,0
ALPSRP153540180,ALOS,PALSAR,FBS,15354,477,180,2008-12-11T15:34:17Z,2012-12-21T04:33:20Z,L1.0,2008-12-11T15:34:08Z,2008-12-11T15:34:17Z,9.8609,106.7561,9.549,106.514,9.667,107.101,10.055,106.411,10.172,106.999,0.292144,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP153540180-L1.0.zip,360.8,34.3,17,-1231.8694,0
ALPSRP153540170,ALOS,PALSAR,FBS,15354,477,170,2008-12-11T15:34:08Z,2012-12-21T04:24:56Z,L1.0,2008-12-11T15:34:00Z,2008-12-11T15:34:08Z,9.3638,106.8569,9.052,106.615,9.17,107.202,9.558,106.512,9.675,107.099,0.263068,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP153540170-L1.0.zip,321.83,34.3,16,-1218.2665,0
ALPSRP153540160,ALOS,PALSAR,FBS,15354,477,160,2008-12-11T15:34:00Z,2012-12-21T04:22:42Z,L1.0,2008-12-11T15:33:52Z,2008-12-11T15:34:00Z,8.8671,106.9577,8.555,106.716,8.673,107.302,9.061,106.613,9.179,107.2,0.233363,ASCENDING,https://datapool.asf.alaska.edu/L1.0/A3/ALPSRP153540160-L1.0.zip,324.71,34.3,16,-1203.9042,0
